20,남,10000
20,여,11426
25,남,10000
25,여,11495
30,남,10716
30,여,12631
35,남,14329
35,여,14701
40,남,18568
40,여,18082
45,남,24152
45,여,23467
50,남,31165
50,여,30051
55,남,28110
55,여,27284
60,남,28524
60,여,26513
65,남,0
65,여,0
