20,남,15015
20,여,17214
25,남,16651
25,여,17452
30,남,19531
30,여,19395
35,남,23686
35,여,23225
40,남,29091
40,여,27452
45,남,36570
45,여,33886
50,남,46199
50,여,43005
55,남,56648
55,여,52496
60,남,39195
60,여,36780
65,남,43508
65,여,41488
