20,남,22600
20,여,26700
25,남,23300
25,여,25300
30,남,24100
30,여,25100
35,남,25500
35,여,27000
40,남,28500
40,여,28300
45,남,32600
45,여,31300
50,남,37500
50,여,37300
55,남,43000
55,여,42800
60,남,48600
60,여,46300
65,남,52000
65,여,49200
