20,남,36084
20,여,45558
25,남,39671
25,여,43958
30,남,45011
30,여,46892
35,남,53316
35,여,53945
40,남,63598
40,여,61198
45,남,77859
45,여,73275
50,남,96230
50,여,91204
55,남,116191
55,여,109135
60,남,92295
60,여,86257
65,남,101775
65,여,96513
